phase,isExpert,ResponseId,team_name,Issue,"basis (1 = Intuition, 2 = Theory, 3 = Sim, 4 = Data, 5 = Other)",basis_5_TEXT,model,theory,parameters,Other Entries (documents and/or previous submissions),numpred_4,OT/SK Type,TS/BA Type,Type Difference?,OT/SK New Type,TS/BA New Type,Type Difference 2.0,Type.Final,DataOnly,OT/SK New Comments,BA New Comments,IG ruling,OT/SK Complexity,TS/BA Complexity,Type Difference?,OT/SK New Complexity,TS/BA New Complexity,Complexity Difference 2.0,Complexity.Final,OT/SK New Comments, OT/SK Flag,TS/BA Flag, OT.Flag,OT.comment,TS/BA.comment
1,1,R_2UgadrXE2OiyQIB,TheMets,iafric,5,See answers on Life Satisfaction,See answers on Life Satisfaction,See answers on Life Satisfaction,See answers on Life Satisfaction,,NA,3,3,0,3,3,0,3,1,,,,1,1,0,1,1,0,1,,,,,,
1,1,R_2UgadrXE2OiyQIB,TheMets,eafric,5,See answers on Life Satisfaction,See answer for Life Satisfaction,See answers for Life Satisfaction,See answers for Life Satisfaction ,,NA,3,3,0,3,3,0,3,1,,,,1,1,0,1,1,0,1,,,,,,
1,1,R_2UgadrXE2OiyQIB,TheMets,igend,5,See answers for Life Satisfaction,See answers for Life Satisfaction,See answers for Life Satisfaction,See answers for Life Satisfaction,,NA,3,3,0,3,3,0,3,1,,,,1,1,0,1,1,0,1,,,,,,
1,1,R_2UgadrXE2OiyQIB,TheMets,egend,5,See answers for Life Satisfaction,See answers for Life Satisfaction,See answers for Life Satisfaction,See answers for Life Satisfaction,,NA,3,3,0,3,3,0,3,1,,,,1,1,0,1,1,0,1,,,,,,
1,1,R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,iasian,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years. ",,NA,4,4,0,4,4,0,4,,,,,3,1,1,1,1,0,1,,,,,,
1,1,R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,easian,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",none,,NA,4,4,0,4,4,0,4,,,,,3,1,1,1,1,0,1,,,,,,
1,1,R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,iafric,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",NA,,NA,4,4,0,4,4,0,4,,,,,3,1,1,1,1,0,1,,,,,,
1,1,R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,eafric,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","We discussed the US protests/riots/Trump behaviors, as well as subversive acts by Neo Nazi groups and Russia, but again we simply stuck with the only method we could have any confidence",,0,4,4,0,4,4,0,4,,,,,3,1,1,1,1,0,1,,,,,,
1,1,R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,igend,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",NA,,0,4,4,0,4,4,0,4,,,,,3,1,1,1,1,0,1,,,,,,
1,1,R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,egend,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",none,,0,4,4,0,4,4,0,4,,,,,3,1,1,1,1,0,1,,,,,,
1,1,R_WBbdNjHbVRZjNuh,The Nowcast,ideolrep,"1,2,4",NA,"Time series regression that identified average paths of republican/democratic support leading up to an election, relative to recent past - and unconditional averages.",NA.,Past political ideology measures leading into other elections (including the 2018 midterm elections). ,,3,4,4,0,4,4,0,4,,,,,2,3,1,3,3,0,3,More than 2 parameters,,,,,
1,1,R_WBbdNjHbVRZjNuh,The Nowcast,ideoldem,"1,2,4",NA,"Time series regression that identified average paths of republican/democratic support leading up to an election, relative to recent past - and unconditional averages.",NA.,Past political ideology measures leading into other elections (including the 2018 midterm elections). ,,3,4,4,0,4,4,0,4,,,,,2,3,1,3,3,0,3,More than 2 parameters,,,,,
1,1,R_WBbdNjHbVRZjNuh,The Nowcast,polar,"1,2,4",NA,"Time series model surrounding elections, with an attempt to control for heterogeneity across past presidents/past elections.",NA.,Past presidential approval ratings for former presidents around election cycles.,,2,4,4,0,4,4,0,4,,,,,2,3,1,3,3,0,3,"Although multiple parameters are indicated, they indicate that time-series were their forecasting method. Rating it a 1, as per the code book",,,,,
1,1,R_26gVPADEgjZU0WR,The Forecasting Four,lifesat,"1,2",NA,NA,"We reasoned that although life satisfaction tends to be more of a stable estimate, the COVID-19 pandemic was unprecedented in that everyone was affected by it in some way, and that expressions of fear, anxiety, grief, etc. would be evident in twitter posts.  Our predictions were informed by prior literature suggesting that the rate of depression and mental illness has been on the rise over the past decade in younger generations (and particularly in college students), who are overrepresented in the twitter database compared to the general U.S. population.  We reasoned that this demographic may be particularly negatively affected early on by COVID-19.  We also reasoned that society would gradually recover from the pandemic, emerging  stronger and more resilient.  ","* trends in previous data

* demographics of twitter users (including age, political orientation, race, relationship status, socioeconomic status)

* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)

* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to fear, anxiety and grief)

* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to twitter posts indicative of fear and concern) 

* unemployment rate (at an all-time low, but which we reasoned would gradually increase and translate to 

* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)

* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering life satisfaction in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)

* reopening of businesses and leisure activities (for the large part, we reasoned this would increase life satisfaction)

* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease life satisfaction)

* news of a coronavirus vaccine (which we reasoned would increase life satisfaction)

* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in life satisfaction considering twitter demographics) 

* Presidential inauguration (life satisfaction would be at a high)",,20,2,2,0,2,2,0,2,,,,,1,1,0,1,1,0,1,,,,,,
1,1,R_26gVPADEgjZU0WR,The Forecasting Four,posaffect,"1,2",NA,NA,"•	We reasoned that affective language on twitter feed would be strongly shaped by current events, including the COVID-19 pandemic and other key political and societal events involving racial injustice (see below).","* trends in previous data

* demographics of twitter users (including age, political orientation, race/ethnicity, socioeconomic status)

* demographics of twitter users who make up the majority of twitter posts, and topics of those posts (political posts; posts about societal events; democratic; women)

* COVID-19 infections of one's self and/or loved ones, and COVID-19 deaths (we reasoned this would lead to overall negative affect)

* availability of PPE and resources such as toilet paper, food, etc. (early on, the scarcity of hand sanitizer, masks, food, etc. would presumably lead to more negative affect) 

* unemployment rate (at an all-time low, but which we reasoned would gradually increase and lead to more positive affect)

* rate of mental illness (was on the rise in younger generations prior to COVID-19, and is presumably exacerbated by COVID-19)

* George Floyd death and racial injustice / police brutality protests (this event had a large influence in lowering positive affect and increasing negative affect in twitter posts, both in terms of people expressing outrage and sadness, as well as others expressing fear over riots, property damage and violence)

* reopening of businesses and leisure activities (for the large part, we reasoned this would increase positive affect)

* anticipated second wave of COVID-19 in Fall 2020 (which we reasoned this would slightly decrease positive affect)

* news of a coronavirus vaccine (which we reasoned would increase positive affect)

* a Presidential race that gets uglier, more polarized, and leads to more negative affect expressed in twitter posts

* 2020 Presidential election (we anticipated that Biden would win based on current polls, leading to a rise in positive affect considering twitter demographics) 

* Presidential inauguration (positive affect may be at a high considering average demographics of twitter users)

",,21,2,2,0,2,2,0,2,,,,,1,1,0,1,1,0,1,,,,,,
