ResponseId,team_name,domain,basis,basis_5_TEXT,model,theory,parameters,OM_Data_Received,VK_Data_Received,DR_Agreement,justification_dataReceived,OM_Theoretical Insights,VK_Theoretical Insights,TI_Agreement,justification_theoreticalInsight,OM_External Events,VK_External Events,EE_Agreement,justification_externalEvent,Comments
R_332xVIyLuh4J5SG,polarization-2020CO,negaffect,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_332xVIyLuh4J5SG,polarization-2020CO,posaffect,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_332xVIyLuh4J5SG,polarization-2020CO,ideoldem,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_332xVIyLuh4J5SG,polarization-2020CO,ideolrep,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_332xVIyLuh4J5SG,polarization-2020CO,polar,1,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,lifesat,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as a indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.",None,"To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as a indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,negaffect,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ",None,"To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,posaffect,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ",None,"To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,polar,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",The existence of COVID19 virus in a given year,0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,iasian,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ",None,"To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,easian,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",The existence of COVID19 virus in a given year,0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,iafric,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1.  ",The existence of COVID19 virus in a given year ,0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,eafric,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",The existence of COVID19 virus in a given year,0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,igend,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.",None ,"To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1.  ",0,1,0,0,0,0,1,0,0,0,1,0,
R_3HLgkNujSYAT3nW,MLTS,egend,4,NA,"A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.",None,"To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1.  ",0,1,0,0,0,0,1,0,0,0,1,0,
R_2pXhKZGwLqTRqyK,Duckling Power,lifesat,"1,2",NA,NA,"Behavioral theories about status quo bias, peak-end phenomenon, etc. These theories imply that gradual changes will have less impact than sharp ones; that outcomes relative to the recent past are more important than absolute outcomes, etc.","We considered COVID-19 deaths, which are likely to increase in the short term, as a factor that would decrease life satisfaction. We also included continuing political uncertainty in December 2020 and January 2021. A change in political leadership in the United States was included for January, but we also accounted for continuing political gridlock and a likely declining economy into 2021. Finally, we attempted to include the effects of a COVID vaccine, but keeping into account that vaccine distribution might be slower than expectations and will not provide an immediate, sharp return to ""normal life.""",0,0,1,0,0,1,0,0,1,1,1,1,
R_2pXhKZGwLqTRqyK,Duckling Power,negaffect,"1,4",NA,"There is a clear drop in the positive affect variable every 3 months (the month ending each quarter); a simple parameter accounts for this. A weaker, but similar, effect is accounted for with negative affect.","We assumed the temporal pattern in affect would continue. Furthermore, we assumed that the US election and COVID epidemic play a large role in the changes from trend seen since March 2020 and, as we expect the effects to weaken over time, we included a slow reversion to the mean trend.","COVID-19 deaths, political changes in the United States",1,0,0,1,0,0,1,0,1,1,1,1,
R_2pXhKZGwLqTRqyK,Duckling Power,posaffect,"1,4",NA,"There is a clear drop in the positive affect variable every 3 months (the month ending each quarter); a simple parameter accounts for this. A weaker, but similar, effect is accounted for with negative affect.","We assumed the temporal pattern in affect would continue. Furthermore, we assumed that the US election and COVID epidemic play a large role in the changes from trend seen since March 2020 and, as we expect the effects to weaken over time, we included a slow reversion to the mean trend.","COVID-19 deaths, political changes in the United States",1,0,0,1,0,0,1,0,1,1,1,1,
R_1fiPEcBGgy8EQKu,Average Joes,lifesat,4,NA,Average over time series,Mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,negaffect,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,posaffect,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,ideoldem,4,NA,Average over time series,n/a,n/a,0,0,1,0,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,ideolrep,4,NA,Average over time series,n/a,n/a,0,0,1,0,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,iasian,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,easian,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,iafric,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,eafric,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,igend,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1fiPEcBGgy8EQKu,Average Joes,egend,4,NA,Average over time series,mean reversion,mean reversion,1,0,0,1,0,0,1,0,0,0,1,0,
R_1Oqc1q8AmoBm60k,FMTeam,iafric,4,NA,"After testing for seasonality and discontinuity, we used the mean of new values after the onset of COVID-19 pandemic and racial protests in the USA.","We assumed that the measure is invalid and unreliable. However, our analyses showed that there was a change after the recent events and we updated out forecast.","Because of the theoretical framework outlined above, we did not use any additional variables.",1,1,1,1,0,0,1,0,1,1,1,1,
R_1Oqc1q8AmoBm60k,FMTeam,eafric,4,NA,"After testing for seasonality and discontinuity, we used the mean of new values after the onset of COVID-19 pandemic and racial protests in the USA.",Our analyses showed that there was a change after the recent events and we updated out forecast.,"Because of the lack of any theoretical framework, we did not use any additional variables.",1,1,1,1,0,0,1,0,1,1,1,1,
R_1Oqc1q8AmoBm60k,FMTeam,igend,4,NA,"After testing for seasonality and discontinuity, we defaulted to the mean over all values.",We assumed that the measure is invalid and unreliable.,"Because of our theoretical framework, we did not use any additional variables.",0,1,0,1,0,0,1,0,1,1,1,1,
R_1Oqc1q8AmoBm60k,FMTeam,lifesat,4,NA,"After testing for seasonality and discontinuity, we defaulted to the mean over all values.",Life satisfaction tends to adapt back to the base rate if life circumstances change.,"Because of the theoretical framework outlined above, we did not use any additional variables.",0,1,0,1,0,0,1,0,1,1,1,1,
R_1Oqc1q8AmoBm60k,FMTeam,iasian,4,NA,"After testing for seasonality and discontinuity, we used the mean of new values after the onset of COVID-19 pandemic and racial protests in the USA.","We assumed that the measure is invalid and unreliable. However, our analyses showed that there was a change after the recent events and we updated out forecast.",We did not include any additional variables.,1,1,1,1,0,0,1,0,1,1,1,1,
R_1Fh4g1iqczH5dqU,Heather Shimmer,iasian,4,NA,regression model. Then selected mean of past 12 months.,NA,None.,1,1,1,1,0,0,1,0,0,0,1,0,
R_1Fh4g1iqczH5dqU,Heather Shimmer,iafric,4,NA,Regression Model. Then we selected mean of past 24 months.,NA,None.,1,1,1,1,0,0,1,0,0,0,1,0,
R_1Fh4g1iqczH5dqU,Heather Shimmer,igend,4,NA,Regression model. Then selected mean of past 12 months.,NA,None,1,1,1,1,0,0,1,0,0,0,1,0,
R_2rVqupiZCitVuHS,R4VST9,iasian,1,NA,NA,NA,"We did not run any formal analysis but considered the number of covid19 confirmed cases, the number of covid19 related deaths, and the election result. ",0,0,1,0,0,0,1,0,1,1,1,1,
R_2CpOXnTbesiiAjq,ForecastSnorecast,iasian,1,NA,NA,n/a,presidential election; winter ,0,0,1,0,0,0,1,0,1,1,1,1,
R_2CpOXnTbesiiAjq,ForecastSnorecast,iafric,1,NA,NA,"Internal vs. external motivation to control prejudice; this motivation changes with societal norm, which will change with the change in political leadership. ",Presidential election. ,0,0,1,0,0,0,1,0,1,1,1,1,
R_xAcedXyD9NwsZ33,Imielin,lifesat,"1,2",NA,NA,"Stability in life satisfaction, only some minor changes are possible, but the general way of evaluating life, connected with optimism won't change a lot despite COVID.","Personal strengths connected with virtues or psychological traits like optimism. Previously I was focused on external factors like deaths, political change, etc. But now I see that the satisfaction did not change so much, so I predict that it might be connected with some personal strength (positive psychological traits, cognitive way of thinking about life).",1,1,1,1,0,0,1,0,0,0,1,0,
R_xAcedXyD9NwsZ33,Imielin,negaffect,1,NA,NA,no,"COVID deaths, political news, anti-racism movements (or other social movements)",0,0,1,0,0,0,1,0,1,1,1,1,
R_xAcedXyD9NwsZ33,Imielin,posaffect,1,NA,NA,no,"COVID deaths, political news, anti-racism movements (or other social movements)",0,0,1,0,0,0,1,0,1,1,1,1,
R_xAcedXyD9NwsZ33,Imielin,ideoldem,1,NA,NA,no,political news in the USA,0,0,1,0,0,0,1,0,0,1,0,0,"unsure about external events ""political news"" in the last 6 months? Leaving 0 bc not ""explicit"" justification"
R_xAcedXyD9NwsZ33,Imielin,ideolrep,1,NA,NA,no,political news in the USA,0,0,1,0,0,0,1,0,0,1,0,0,
R_xAcedXyD9NwsZ33,Imielin,polar,1,NA,NA,no,"news about political issues, political voting, win of Democrats, COVID deaths (and still no using vaccine)",0,0,1,0,0,0,1,0,1,1,1,1,
R_xAcedXyD9NwsZ33,Imielin,iasian,1,NA,NA,no,News about COVID cases in China and similar countries.,0,0,1,0,0,0,1,0,0,1,0,0,
R_xAcedXyD9NwsZ33,Imielin,easian,1,NA,NA,no,COVID deaths,0,0,1,0,0,0,1,0,0,1,0,0,
R_xAcedXyD9NwsZ33,Imielin,iafric,1,NA,NA,no,COVID deaths,0,0,1,0,0,0,1,0,0,1,0,0,
R_xAcedXyD9NwsZ33,Imielin,eafric,1,NA,NA,no,COVID deahts,0,0,1,0,0,0,1,0,0,1,0,0,
R_xAcedXyD9NwsZ33,Imielin,igend,1,NA,NA,no,"women in politics and their influence/change; COVID deaths, COVID unemployment (women take care of children)",0,0,1,0,0,0,1,0,0,1,0,0,
R_xAcedXyD9NwsZ33,Imielin,egend,1,NA,NA,no,"COVID deaths, female politicians that make some difference, and female researchers that make some help in the fight with the pandemic.",0,0,1,0,0,0,1,0,0,1,0,0,
R_eJbze5DtfATXk7n,Junesix,ideoldem,"2,4",NA,ARIMA model adjusted for expected effects of relevant events,"Kahneman's theory: we believe that after the election, political ideology reasoning is likely to be in the System 1 mode and, in the absence of major external shock, political preferences are likely to remain more or less stable.",we incorporated various forecasts on the COVID-19 pandemic and their possible effects on political ideology preferences.,0,0,1,0,0,1,0,1,1,1,1,1,
R_eJbze5DtfATXk7n,Junesix,ideolrep,"2,4",NA,ARIMA model adjusted for expected effects of relevant events,"Kahneman's theory: we believe that after the election, political ideology reasoning is likely to be in the System 1 mode and, in the absence of major external shock, political preferences are likely to remain more or less stable.",we incorporated various forecasts on the COVID-19 pandemic and their possible effects on political ideology preferences.,0,0,1,0,0,1,0,1,1,1,1,1,
R_eJbze5DtfATXk7n,Junesix,polar,"2,4,5",prior research,ARIMA model ,the notion that the current political polarization is due to the consolidation of beliefs. https://journals.sagepub.com/doi/abs/10.1177/0003122420922989,Existing forecasts on the COVID-19 pandemic,0,0,1,,0,1,0,1,0,1,0,0,
R_3RvL56LWwpr15Mg,AbCdEfG,lifesat,4,NA,"I revised my earlier estimates by looking at how much I missed in the last six months (overlap period). I calculated the average error and corrected with this factor the previous estimates. After six months, I just keep my estimate constant. ",NA,NA,1,1,1,1,0,0,1,0,0,0,1,0,
