"","Duration..in.seconds.","ResponseId","phase","team_name","domain","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","Month.13","Month.14","Month.15","Month.16","Month.17","Month.18","confidence","subexpert","pub","basis","basis_5_TEXT","model","theory","parameters","numpred","covidcondyn","covidmeas","covidmeas_6_TEXT","coviddesc","covidest_1","covidest_2","covidest_3","covidest_4","covidest_5","covidest_6","covidest_7","covidest_8","covidest_9","covidest_10","covidest_11","covidest_12","datatrain","counterfact","counter_imp","counter_yn","othercounter","othercountim","Method","isExpert","ResponseId.old","revised","team_size","team_expertise","team_size.coded","team_discipline.coded","team_discipline.missingdat","previous_tournament.coded","previous_tournament.missingdat","Age","Sex","Occupation","Ethnicity","Education","Religion","Religion_Other","Politics_1","Country.of.Residence","Residential.Area","Income","time_upload","Method.coded","Method.complex","DataOnly","mean_error_w1","root_mean_sqr_error_w1","mean_abs_error_w1","mean_percent_error_w1","mean_abs_percent_error_w1","MASE1_w1","RMSE_cutoff_Naive_linear","RMSE_cutoff_Naive_rwf","compare_to_naive_linear","compare_to_naive_rwf","MASE_cutoff_Naive_linear","MASE_cutoff_Naive_rwf","compare_to_naive_linear_MASE","compare_to_naive_rwf_MASE","time_spent","mean_error_covid","root_mean_sqr_error_covid","mean_abs_error_covid","mean_percent_error_covid","mean_abs_percent_error_covid","MASE1_covid","mean_error_w1_lastmonths","root_mean_sqr_error_w1_lastmonths","mean_abs_error_w1_lastmonths","mean_percent_error_w1_lastmonths","mean_abs_percent_error_w1_lastmonths","MASE1_w1_lastmonths","mean_error_w2","root_mean_sqr_error_w2","mean_abs_error_w2","mean_percent_error_w2","mean_abs_percent_error_w2","MASE1_w2","RMSE_cutoff_Naive_linear_w2","RMSE_cutoff_Naive_rwf_w2","compare_to_naive_linear_w2","compare_to_naive_rwf_w2","MASE_cutoff_Naive_linear_w2","MASE_cutoff_Naive_rwf_w2","compare_to_naive_linear_MASE_w2","compare_to_naive_rwf_MASE_w2","team_gender","team_education","team_Age","non_US","CounterFactual_Presence_Final","COVID.Final","Onus.Final","counterNum","parameters_coded","TournamentStart","ForecastisUpdated"
"690",NA,"R_2vcVJFShhkDIrqz",2,"Team Social Psychological Skill","iafric",NA,NA,NA,NA,NA,NA,0.287672936681132,0.289193545881535,0.288970946488808,0.293809795419575,0.291741738257845,0.291534172867428,0.292402610145176,0.291209215194419,0.291231078097815,0.291448782427889,0.291099673643014,0.291909988621302,2,5,1,"5","Estimates of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology) ","Our estimates are the average responses of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology; see Gollwitzer & Bargh, 2018).  More specifically, in our study, we presented participants with the graph and data you provided and asked them to estimate implicit African-American bias for each of the next 12 months. We also assessed their degree of social psychological skill using a 40 item measure which assesses participants' ability to accurately predict 40 different psychological phenomena (e.g., social projection, diffusion of responsibility, social loafing, group think). We think calculated the average forecast for each month while excluding outliers (using the method outlined by Leys, Ley, Klein, Bernard, & Licata, 2013) and while weighting these estimates exponentially by participants' social psychological skill score (this means, for instance, that the forecast of someone with a perfect score of 40 on the SPS quiz was weighted 16x as strongly as someone who scored 10 points on the SPS quiz). We propose that the wisdom of crowds phenomena combined with weighting by social psychological skill scores should result in fairly accurate forecasting estimates.  ","Our forecast is based on combining wisdom of crowds work with research on a type of social cognitive skill: social psychological skill (Gollwitzer & Bargh, 2018). Wisdom of crowds research indicates that estimates are more accurate when they are the averages of many people (i.e., crowds). This occurs, in part, by accounting for systematically biased estimates and individual outliers. We chose to combine this phenomena with social psychological skill. Social psychological skill involves the ability to accurately predict social psychological phenomena without any background in psychology. Researchers have found that this skill is predicted by intelligence and openness to experience as well as, more surprisingly, introversion and melancholy. We posit that such skill should relate to more accurate forecasting in that being high on this skill involves reduced motivational biases and the ability to estimate how people in general will think, feel, and behave in varying situations. In line with this reasoning, this ability should potentially allow individuals to more accurately estimate future changes in the attitudes/responding of people in general (in this case US responders).  ","As noted in our previous responses, we also assessed participants' social psychological skill using a validated 40 item measure (see Gollwitzer & Bargh, 2018).  ",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Countless counterfactual events could occur. Given that these would be mere guesses however, I'll abstain from suggesting concrete possible events and won't specify how these events could influence the estimates. I hope that's alright!  ",NA,2,NA,NA,"Data-Driven",1,"R_2vcVJFShhkDIrqz",0,2,"We are experts in social cognition and social cognitive skills. Thus, in our approach, we examined whether a recently identified social cognitive skill--social psychological skill--can inform forecasting.",2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00984801559938717,0.00998833615591865,0.00984801559938717,-3.51074886087665,3.51074886087665,1.1688268454858,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",0,0,28,0,0,0,0,0,1,"November","Novel Forecast in November"
"691",NA,"R_2vcVJFShhkDIrqz",2,"Team Social Psychological Skill","eafric",NA,NA,NA,NA,NA,NA,-0.194602799327894,-0.186806188847225,-0.183529207745286,-0.172220254287192,-0.152262999132015,-0.151563239095752,-0.132712395724518,-0.127926239053361,-0.123800240164852,-0.128674102402426,-0.122764522345728,-0.120974600218491,3,5,1,"5","Estimates of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology) ","Our estimates are the average responses of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology; see Gollwitzer & Bargh, 2018).  More specifically, in our study, we presented participants with the graph and data you provided and asked them to estimate explicit African-American bias for each of the next 12 months. We also assessed their degree of social psychological skill using a 40 item measure which assesses participants' ability to accurately predict 40 different psychological phenomena (e.g., social projection, diffusion of responsibility, social loafing, group think). We think calculated the average forecast for each month while excluding outliers (using the method outlined by Leys, Ley, Klein, Bernard, & Licata, 2013) and while weighting these estimates exponentially by participants' social psychological skill score (this means, for instance, that the forecast of someone with a perfect score of 40 on the SPS quiz was weighted 16x as strongly as someone who scored 10 points on the SPS quiz). We propose that the wisdom of crowds phenomena combined with weighting by social psychological skill scores should result in fairly accurate forecasting estimates.  ","Our forecast is based on combining wisdom of crowds work with research on a type of social cognitive skill: social psychological skill (Gollwitzer & Bargh, 2018). Wisdom of crowds research indicates that estimates are more accurate when they are the averages of many people (i.e., crowds). This occurs, in part, by accounting for systematically biased estimates and individual outliers. We chose to combine this phenomena with social psychological skill. Social psychological skill involves the ability to accurately predict social psychological phenomena without any background in psychology. Researchers have found that this skill is predicted by intelligence and openness to experience as well as, more surprisingly, introversion and melancholy. We posit that such skill should relate to more accurate forecasting in that being high on this skill involves reduced motivational biases and the ability to estimate how people in general will think, feel, and behave in varying situations. In line with this reasoning, this ability should potentially allow individuals to more accurately estimate future changes in the attitudes/responding of people in general (in this case US responders).  ","As noted in our previous responses, we also assessed participants' social psychological skill using a validated 40 item measure (see Gollwitzer & Bargh, 2018).  ",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Countless counterfactual events could occur. Given that these would be mere guesses however, I'll abstain from suggesting concrete possible events and won't specify how these events could influence the estimates. I hope that's alright!  ",NA,2,NA,NA,"Data-Driven",1,"R_2vcVJFShhkDIrqz",0,2,"We are experts in social cognition and social cognitive skills. Thus, in our approach, we examined whether a recently identified social cognitive skill--social psychological skill--can inform forecasting.",2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0266784892607727,0.0382717863695911,0.029887328543181,12.5271320301232,14.3381971846625,0.992011242004547,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",0,0,28,0,0,0,0,0,1,"November","Novel Forecast in November"
"692",NA,"R_2vcVJFShhkDIrqz",2,"Team Social Psychological Skill","igend",NA,NA,NA,NA,NA,NA,0.344702961602386,0.345791629179144,0.347236712937789,0.345179250351011,0.346743643057389,0.3457392158208,0.345418570504864,0.346308178020652,0.347019658600621,0.344745051764048,0.342676913776733,0.343320715119762,2,1,2,"5","Estimates of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology) ","Our estimates are the average responses of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology; see Gollwitzer & Bargh, 2018).  More specifically, in our study, we presented participants with the graph and data you provided and asked them to estimate implicit Gender-Career bias for each of the next 12 months. We also assessed their degree of social psychological skill using a 40 item measure which assesses participants' ability to accurately predict 40 different psychological phenomena (e.g., social projection, diffusion of responsibility, social loafing, group think). We think calculated the average forecast for each month while excluding outliers (using the method outlined by Leys, Ley, Klein, Bernard, & Licata, 2013) and while weighting these estimates exponentially by participants' social psychological skill score (this means, for instance, that the forecast of someone with a perfect score of 40 on the SPS quiz was weighted 16x as strongly as someone who scored 10 points on the SPS quiz). We propose that the wisdom of crowds phenomena combined with weighting by social psychological skill scores should result in fairly accurate forecasting estimates.  ","Our forecast is based on combining wisdom of crowds work with research on a type of social cognitive skill: social psychological skill (Gollwitzer & Bargh, 2018). Wisdom of crowds research indicates that estimates are more accurate when they are the averages of many people (i.e., crowds). This occurs, in part, by accounting for systematically biased estimates and individual outliers. We chose to combine this phenomena with social psychological skill. Social psychological skill involves the ability to accurately predict social psychological phenomena without any background in psychology. Researchers have found that this skill is predicted by intelligence and openness to experience as well as, more surprisingly, introversion and melancholy. We posit that such skill should relate to more accurate forecasting in that being high on this skill involves reduced motivational biases and the ability to estimate how people in general will think, feel, and behave in varying situations. In line with this reasoning, this ability should potentially allow individuals to more accurately estimate future changes in the attitudes/responding of people in general (in this case US responders).  ","As noted in our previous responses, we also assessed participants' social psychological skill using a validated 40 item measure (see Gollwitzer & Bargh, 2018).  ",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Countless counterfactual events could occur. Given that these would be mere guesses however, I'll abstain from suggesting concrete possible events and won't specify how these events could influence the estimates. I hope that's alright!  ",NA,2,NA,NA,"Data-Driven",1,"R_2vcVJFShhkDIrqz",0,2,"We are experts in social cognition and social cognitive skills. Thus, in our approach, we examined whether a recently identified social cognitive skill--social psychological skill--can inform forecasting.",2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00388242167524684,0.00774948501798009,0.0061465467349615,1.07386214197256,1.74174711015443,0.564056177080689,0,0,"Below Naive linear","Below Naive rwf",0,0,"Below Naive linear","Below Naive rwf",0,0,28,0,0,0,0,0,1,"November","Novel Forecast in November"
"693",NA,"R_2vcVJFShhkDIrqz",2,"Team Social Psychological Skill","egend",NA,NA,NA,NA,NA,NA,0.824414458307878,0.827607331348518,0.823382855170919,0.817203506218637,0.818619072873664,0.814302754862125,0.814083377500474,0.815459003535618,0.81709395536365,0.813045958199988,0.809955992870098,0.814761292658463,2,1,2,"5","Estimates of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology) ","Our estimates are the average responses of approximately 300 MTurk participants (wisdom of crowds) exponentially weighted by their performance on a social psychological skill measure (their ability to accurately predict social psychological phenomena without any background in psychology; see Gollwitzer & Bargh, 2018).  More specifically, in our study, we presented participants with the graph and data you provided and asked them to estimate explicit Gender-Career bias for each of the next 12 months. We also assessed their degree of social psychological skill using a 40 item measure which assesses participants' ability to accurately predict 40 different psychological phenomena (e.g., social projection, diffusion of responsibility, social loafing, group think). We think calculated the average forecast for each month while excluding outliers (using the method outlined by Leys, Ley, Klein, Bernard, & Licata, 2013) and while weighting these estimates exponentially by participants' social psychological skill score (this means, for instance, that the forecast of someone with a perfect score of 40 on the SPS quiz was weighted 16x as strongly as someone who scored 10 points on the SPS quiz). We propose that the wisdom of crowds phenomena combined with weighting by social psychological skill scores should result in fairly accurate forecasting estimates.  ","Our forecast is based on combining wisdom of crowds work with research on a type of social cognitive skill: social psychological skill (Gollwitzer & Bargh, 2018). Wisdom of crowds research indicates that estimates are more accurate when they are the averages of many people (i.e., crowds). This occurs, in part, by accounting for systematically biased estimates and individual outliers. We chose to combine this phenomena with social psychological skill. Social psychological skill involves the ability to accurately predict social psychological phenomena without any background in psychology. Researchers have found that this skill is predicted by intelligence and openness to experience as well as, more surprisingly, introversion and melancholy. We posit that such skill should relate to more accurate forecasting in that being high on this skill involves reduced motivational biases and the ability to estimate how people in general will think, feel, and behave in varying situations. In line with this reasoning, this ability should potentially allow individuals to more accurately estimate future changes in the attitudes/responding of people in general (in this case US responders).  ","As noted in our previous responses, we also assessed participants' social psychological skill using a validated 40 item measure (see Gollwitzer & Bargh, 2018).  ",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Countless counterfactual events could occur. Given that these would be mere guesses however, I'll abstain from suggesting concrete possible events and won't specify how these events could influence the estimates. I hope that's alright!  ",NA,2,NA,NA,"Data-Driven",1,"R_2vcVJFShhkDIrqz",0,2,"We are experts in social cognition and social cognitive skills. Thus, in our approach, we examined whether a recently identified social cognitive skill--social psychological skill--can inform forecasting.",2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0547288981302902,0.059300183118917,0.0547288981302902,-7.23256667205519,7.23256667205519,1.4103244619941,1,0,"Above Naive linear","Below Naive rwf",1,0,"Above Naive linear","Below Naive rwf",0,0,28,0,0,0,0,0,1,"November","Novel Forecast in November"
"694",NA,"R_2rq0ErDq5x0v39Y",2,"LoneGradStudent","lifesat",NA,NA,NA,NA,NA,NA,6.25,6.2,6.3,6.3,6.3,6.35,6.35,6.3,6.3,6.3,6.25,6.25,3,4,2,"1,2,5","I've been watching my students and how they seem to be acting.  I also remember a little bit about some of the changes that occurred a few elections ago and I am hoping I am correct.","I am basing this on an experience and discussion I had some years ago and assuming some of the same situations hold although I believe this might be more extreme now given how covid has been depressing some of the kids.","not relevant","Considered effects of covid/lockdown, economy",2,1,1,NA,"I think lockdown is making people very unhappy, the economy is crap and no one really listens to anything the CDC says.  They act like it is over, I expect them to eventually get locked down again.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Earlier lockdown, not having selfish people in the country, not having an anti-science president.",7,2,NA,NA,"Mixed",1,"R_2rq0ErDq5x0v39Y",0,1,"1 grad student in experimental psychology MS program, have another MS.  My background is in anthropology",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0496254490000002,0.0609369380456269,0.052987513,0.784495369826391,0.837525491399296,1.58557043103872,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",100,100,39,0,1,2,1,3,3,"November","Novel Forecast in November"
"695",NA,"R_2rq0ErDq5x0v39Y",2,"LoneGradStudent","ideoldem",NA,NA,NA,NA,NA,NA,40,45,50,52,55,55,60,60,65,65,65,65,4,4,2,"1",NA,NA,"na","I am completely going on my gut here.  I am just looking at the election and people's responses",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well covid got all us very polarized in all manners.  People are trying to hide their parties though.",5,2,NA,NA,"Intuition/Theory",1,"R_2rq0ErDq5x0v39Y",0,1,"1 grad student in experimental psychology MS program, have another MS.  My background is in anthropology",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.104285714,7.59643377632705,6.824285714,-9.21262696787374,15.9986489242033,6.42249523288301,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",100,100,39,0,0,0,0,0,1,"November","Novel Forecast in November"
"696",NA,"R_2rq0ErDq5x0v39Y",2,"LoneGradStudent","ideolrep",NA,NA,NA,NA,NA,NA,30,35,40,48,48,45,40,40,35,35,35,35,4,4,2,"1",NA,NA,"na","I am completely going on my gut here.  I am just looking at the election and people's responses",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well covid got all us very polarized in all manners.  People are trying to hide their parties though.",5,2,NA,NA,"Intuition/Theory",1,"R_2rq0ErDq5x0v39Y",0,1,"1 grad student in experimental psychology MS program, have another MS.  My background is in anthropology",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.201428572,10.2097297527648,9.258571428,3.69731506944011,15.9986489242033,9.11065385448518,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",100,100,39,0,0,0,0,0,1,"November","Novel Forecast in November"
"697",NA,"R_2rq0ErDq5x0v39Y",2,"LoneGradStudent","polar",NA,NA,NA,NA,NA,NA,90,85,80,80,80,80,75,75,75,75,70,70,5,4,2,"1",NA,NA,"na","All of this is simply due to covid and the president.",2,1,1,NA,"I think the longer covid is active, the more polarized we will remain.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Better covid response would have helped minimize the polarization",6,2,NA,NA,"Intuition/Theory",1,"R_2rq0ErDq5x0v39Y",0,1,"1 grad student in experimental psychology MS program, have another MS.  My background is in anthropology",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41666666666667,3.92109678533953,3.75,1.66614372376206,4.46165954609781,1.61431760224672,0,0,"Below Naive linear","Below Naive rwf",0,0,"Below Naive linear","Below Naive rwf",100,100,39,0,1,2,0,1,2,"November","Novel Forecast in November"
"698",NA,"R_2rq0ErDq5x0v39Y",2,"LoneGradStudent","igend",NA,NA,NA,NA,NA,NA,0.37,0.38,0.36,0.35,0.35,0.34,0.34,0.35,0.35,0.34,0.34,0.35,3,4,1,"1",NA,NA,"na","It seems in the past women have done much better under democrats.  ",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If trump had won, I believe the the numbers would remain as they were before",6,2,NA,NA,"Intuition/Theory",1,"R_2rq0ErDq5x0v39Y",0,1,"1 grad student in experimental psychology MS program, have another MS.  My background is in anthropology",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00855200949999999,0.0214511764788377,0.0176647588333333,-2.54936612370169,5.11239814909178,1.62105923313129,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",100,100,39,0,1,0,0,1,1,"November","Novel Forecast in November"
"699",NA,"R_2rq0ErDq5x0v39Y",2,"LoneGradStudent","egend",NA,NA,NA,NA,NA,NA,0.9,0.95,0.9,0.88,0.86,0.84,0.8,0.78,0.8,0.78,0.76,0.75,4,4,2,"1",NA,NA,"na","I am a transgender person who has seen a lot of things I did not want to see.  I remember how things were under other presidents and under this one.  I do believe it will get better in a few months.",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump winning would have degraded all the rights for women",4,2,NA,NA,"Intuition/Theory",1,"R_2rq0ErDq5x0v39Y",0,1,"1 grad student in experimental psychology MS program, have another MS.  My background is in anthropology",1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.122140568333333,0.130714740451012,0.122140568333333,-16.0764468932995,16.0764468932995,3.14747486624482,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",100,100,39,0,1,0,0,1,1,"November","Novel Forecast in November"
"700",NA,"R_3KTHDasVXRRWvKo",2,"The Well-Adjusted R Squares","iasian",NA,NA,NA,NA,NA,NA,0.389268,0.3893786,0.3894892,0.3895998,0.3897104,0.3898209,0.3899315,0.3900421,0.3901527,0.3902633,0.3903739,0.3904845,5,4,1,"4",NA,"simple regression","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Something that would directly and massively influence the lives of people who go to the project implicit website. All out war with China? Massive and irreparable internet outage? Widespread famine?",4,2,NA,NA,"Data-Driven",1,"R_3KTHDasVXRRWvKo",1,3,"We are all quant social/OB researchers holding academic positions.",3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0398646138333333,0.0410452688385374,0.0398646138333333,-11.4856388429039,11.4856388429039,1.65550841219276,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",0,0,42.3333333333333,100,1,0,0,3,0,"May","Updated in Nov"
"701",NA,"R_3KTHDasVXRRWvKo",2,"The Well-Adjusted R Squares","easian",NA,NA,NA,NA,NA,NA,-0.01880562,-0.01817793,-0.01755023,-0.01692254,-0.01629484,-0.01566715,-0.01503945,-0.01441175,-0.01378406,-0.01315636,-0.01252867,-0.01190097,5,4,1,"4",NA,"Simple regression. Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years. ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Something that would directly and massively influence the lives of people who provide the ratings. All out war with China? Massive and irreparable internet outage? Widespread famine? ",4,2,NA,NA,"Data-Driven",1,"R_3KTHDasVXRRWvKo",1,3,"We are all quant social/OB researchers holding academic positions.",3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.159248823333333,0.162379045347366,0.159248823333333,89.8934370346428,89.8934370346428,2.69186715108235,1,1,"Above Naive linear","Above Naive rwf",1,1,"Above Naive linear","Above Naive rwf",0,0,42.3333333333333,100,1,0,0,3,0,"May","Updated in Nov"
