,ResponseId,EndDate,team_name,themes,Issue,counterfact,othercounter,Participant's Previous Response,Blame.Trump,Presence of Counterfactual OT,Presence of Counterfactual TS,Agreement,Presence of Counterfactual 1 OT,Presence of Counterfactual  1 TS,Agreement,CounterFactual_Presence.Final,counterNum,COVID-19 OT,COVID-19 TS,Agreement,COVID-19  2 OT,COVID-19 2 TS,Agreement,COVID Final,Blame OT,Blame TS,Agreement,Blame 2 OT,Blame 2 TS,Agreement,Blame Final,Flagged OT,Flagged TS,Comments OT,Comments TS
11,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",negaffect,See answers on Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
12,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",ideolrep,See answers on Life Satistfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
13,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",ideoldem,See answers on Life Satistfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
14,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",polar,See answers on Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
15,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",iasian,See answers on Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
16,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",easian,See answers on Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
17,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",iafric,See answers on Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
18,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",eafric,See answers for Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
19,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",igend,See answers for Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
20,R_2UgadrXE2OiyQIB,4/27/2020 3:59,TheMets,"1,2,3,4,5,6,7,8,9,10",egend,See answers for Life Satisfaction,NA,,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,"Their answer to lifesat is on row 10, ""None""",more information needed
21,R_2ZZyRqUPQ41Rcxl,4/27/2020 9:16,AhamBrahamasmi,"1,2,3,4,5,6,7,8,9,10",lifesat,None. Nothing could change this,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
22,R_22JuVmmGmu5qWDO,4/27/2020 17:02,C-Team,1,lifesat,"Barring dramatic types of counterfactuals, earlier application of social distancing may have affected the forecast. The direction and effect size of that would be hard to estimate.  ",NA,,,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,3,0,1,0,0,0,0,,,,
23,R_sRueTBbGYDURxcd,4/28/2020 9:57,Cascade Institute,"1,3,4",lifesat,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
24,R_2D7zcSqrVUj0sRy,4/30/2020 11:30,1859 revised,"9,10",igend,I don't believe that COVID or any counterfactual event will have a significant impact on implicit gender biases.,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
25,R_2D7zcSqrVUj0sRy,4/30/2020 11:30,1859 revised,"9,10",egend,I don't think that COVID or any counterfactual event will significantly impact explicit gender bias.,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
26,R_WASIBllES8jF0t3,4/30/2020 13:55,R4VST9 - Revised,5,iasian,"Impressive COVID19 management in Asian countries (e.g., South Korea, Taiwan, etc.) 
The Oscar winnings of an Asian film (e.g., Parasite). 
The popularity of Asian culture (e.g., K-Pop, BTS, etc.)",NA,,,1,0,1,1,1,0,1,3,2,0,1,2,2,0,2,0,0,0,0,0,0,0,,,,
27,R_1C41iSRHRcK8H7i,5/1/2020 14:30,Mr Muddle ,6,easian,"Closing the borders back in January would have changed everything, definitely would have lowered the positive cases and death rates significantly.

Investing in Personal Protective Equipment earlier and implementing social distancing practising back in January. ",If U.S and all other countries around the world has been better prepared in terms of resources in dealing with such a crisis. ,,,1,1,0,1,1,0,1,3,2,2,0,2,2,0,2,3,3,0,3,3,0,3,,,,
28,R_3lzeKBOZqIExUsr,5/5/2020 10:51,polarization-2020CO,"1,4,5,6",lifesat,"I think if the pandemic had not been occurred, we wouldn't see a sudden drop in life satisfaction between March- May 2020. , ",NA,,,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,
29,R_3lzeKBOZqIExUsr,5/5/2020 10:51,polarization-2020CO,"1,4,5,6",polar,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
30,R_3lzeKBOZqIExUsr,5/5/2020 10:51,polarization-2020CO,"1,4,5,6",iasian,"I think if the pandemic had not been occurred, we would continue to see the previous patterns. ",NA,,,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,
31,R_3lzeKBOZqIExUsr,5/5/2020 10:51,polarization-2020CO,"1,4,5,6",easian,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
32,R_DAEDt5Ai3qF481z,5/5/2020 11:03,Seaside,"1,4",lifesat,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
33,R_1MSUHSwe1zPiuOQ,5/7/2020 15:04,CarrNCUSA,"1,3",lifesat,Waiting until mid-March to suspend travel,NA,,,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,0,3,1,0,0,0,0,,,,
34,R_1MSUHSwe1zPiuOQ,5/7/2020 15:04,CarrNCUSA,"1,3",ideolrep,Tara Reade accusing Joe Biden of sexual assault. ,NA,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,,,,
35,R_1MSUHSwe1zPiuOQ,5/7/2020 15:04,CarrNCUSA,"1,3",ideoldem,Tara Reade accusing Joe Biden of sexual assault. ,NA,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,,,,
36,R_2WB8J6PdmAAQGbM,5/9/2020 9:07,Little Bear,4,polar,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
37,R_2RWFd9H3z37Yqmb,5/9/2020 9:08,Foxtrot,4,polar,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
38,R_3nJlV17e4so1J8U,5/10/2020 17:38,Old Chickens,"1,3,4,7",lifesat,"Had China fully contained COVID-19 and it not spread around the world, I would not have forecasted a dip.",NA,,,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,3,3,0,3,3,0,3,,,,
39,R_3nJlV17e4so1J8U,5/10/2020 17:38,Old Chickens,"1,3,4,7",ideolrep,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
40,R_3nJlV17e4so1J8U,5/10/2020 17:38,Old Chickens,"1,3,4,7",ideoldem,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
41,R_3nJlV17e4so1J8U,5/10/2020 17:38,Old Chickens,"1,3,4,7",polar,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
42,R_3nJlV17e4so1J8U,5/10/2020 17:38,Old Chickens,"1,3,4,7",iafric,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
43,R_2bWyfocCOaKkcNN,5/11/2020 23:32,Abracadabra,1,lifesat,"Counterfactual: Evidence that an existing vaccine or medication offers protection against COVID-19.

If COVID-19 were found to be readily treatable, then this pandemic would not be a problem.","If it had been found that ordinary face masks were highly effective against COVID-19 then, again, this pandemic would not be a problem.",,,1,1,0,1,1,0,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,0,,,,
44,R_1feG7nZChYPoRsc,5/12/2020 15:29,Spartacus,"1,2,3,4",lifesat,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
45,R_12L9npXg1YbCpY7,5/14/2020 6:12,Heather Shimmer,"5,7,9",iasian,If the data provided were different then our forecasts would have been different.,NA,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"Although technically a counterfactual, not very useful for our purposes",
46,R_12L9npXg1YbCpY7,5/14/2020 6:12,Heather Shimmer,"5,7,9",iafric,The forecast would have been different if the data provided were different.,NA,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"Although technically a counterfactual, not very useful for our purposes",
47,R_12L9npXg1YbCpY7,5/14/2020 6:12,Heather Shimmer,"5,7,9",igend,The forecast would have been different if the data provided were different.,NA,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"Although technically a counterfactual, not very useful for our purposes",
48,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",lifesat,"If social distancing practices would have been implemented earlier, the crisis would have developed perhaps more like in Germany. With less strict social distancing measures and fewer deaths. I do not think the difference would have been extremely large however.",NA,,,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,3,0,1,0,0,0,0,,,,
49,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",polar,I think political polarization will be quite independent of the current crisis. Therefore a counterfactual event would not have a strong impact on my forecasts.,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
50,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",iasian,Even if the tension between the U.S. and China would have increased I do not think it would have substantially increased the bias. At least I cannot identity a clear pattern in the past data that this was the case. Maybe when the tensions about trade increased.  ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
51,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",easian,"If new evidence had occured that the virus originated in a non-Asian country, there would not have been an uptick in explicit Asian-American Bias.",NA,,,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,,,
52,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",iafric,Some race-related riot broke out for reasons not related to the current pandemic,NA,,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
53,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",eafric,"I think attitudes toward African Americans are realtively independent of the current crisis. Thus, if the lockdown would have occured earlier, this would not have had a strong impact.",NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
54,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",igend,If the lockdown would have occured earlier it would not have affected the implicit career bias.,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
55,R_37QXf00ixlpprj3,5/14/2020 8:14,BlackSwan,"1,2,3,4,5,6,7,8,9,10",egend,If the lockdown would have occured earlier it would not have an impact on explicit gender-career bias.,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
56,R_2tOPX9BWjIhaOf7,5/14/2020 8:34,Duckling Power,"1,2",lifesat,"Implementing a policy to preserve jobs (such as Denmark, UK, etc. have) on or before March 1, 2020. This would have increased economic security greatly as well as increased popular support for social distancing and business shutdowns. Instead we are left with a divided population that will cause the economic closures to be lifted too soon while still having a massive number of unemployed individuals.",NA,,,1,1,0,1,1,0,1,1,2,0,1,2,2,0,2,3,3,0,3,3,0,3,,,,
57,R_2tOPX9BWjIhaOf7,5/14/2020 8:34,Duckling Power,"1,2",posaffect,Coronavirus being contained within the United States in February 2020.,NA,,,1,1,0,1,1,0,1,1,2,1,1,2,2,0,2,3,0,1,0,0,0,0,,,,
58,R_2tOPX9BWjIhaOf7,5/14/2020 8:34,Duckling Power,"1,2",negaffect,Coronavirus being contained within the United States in February 2020.,NA,,,1,1,0,1,1,0,1,1,2,1,1,2,2,0,2,3,0,1,0,0,0,0,,,,
59,R_3QP87teUhx0shwJ,5/14/2020 10:12,Patrícia Arriaga,"1,2",lifesat,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
60,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",lifesat,n/a,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
61,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",posaffect,No counterfactual event,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
62,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",negaffect,No counterfactual event,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
63,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",polar,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
64,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",iasian,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
65,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",easian,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
66,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",iafric,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
67,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",eafric,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
68,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",igend,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
69,R_2xRiOHuu4tmQ3k1,5/14/2020 13:10,Average Joes,"1,2,3,4,5,6,7,8,9,10",egend,none,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
70,R_22JrVlYufUZNS2h,5/15/2020 3:47,BlackSwanrevised,"2,3",posaffect,Please see my answers to the first survey (not revised),NA,"If the shutdown would have occured earlier, I would have predicted the same trajectory for affect just correspondingly earlier.",,0,,1,1,1,0,1,1,2,,1,2,2,0,2,0,,0,0,0,0,0,,1,,more information needed
71,R_22JrVlYufUZNS2h,5/15/2020 3:47,BlackSwanrevised,"2,3",negaffect,Please see my answers to the first survey (not revised),NA,"If the shutdown would have occured earlier, I would have predicted the same trajectory for affect just correspondingly earlier.",,0,,1,1,1,0,1,1,2,,1,2,2,0,2,0,,0,0,0,0,0,,1,,more information needed
72,R_22JrVlYufUZNS2h,5/15/2020 3:47,BlackSwanrevised,"2,3",ideolrep,Please see my answer to the original part of this survey.,NA,"If the lockdown would have occured earlier, I do not think one party would have benefitted more than the other because the population seemed to be divided on this issue",,0,,1,0,0,0,0,,2,,1,0,0,0,0,0,,0,0,0,0,0,,1,,more information needed
73,R_22JrVlYufUZNS2h,5/15/2020 3:47,BlackSwanrevised,"2,3",ideoldem,Please see my answer to the original part of this survey.,NA,"If the lockdown would have occured earlier, I do not think one party would have benefitted more than the other because the population seemed to be divided on this issue",,0,,1,0,0,0,0,,2,,1,0,0,0,0,0,,0,0,0,0,0,,1,,more information needed
74,R_cD94fLrgJK1053j,5/20/2020 17:03,blue duiker,4,polar,"If President Trump had acted more decisively in February 2020 to alert states to the risk of COVID-19 and laid out clearer guidelines for the states (e.g., precautions to take based on population density)",NA,,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,2,1,1,0,1,1,0,1,,,,
75,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",lifesat,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
76,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",posaffect,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
77,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",negaffect,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
78,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",ideolrep,"An event of similar provenance and import as September 11. Pres. Trump enjoyed a small rally-round-the-flag bump from the pandemic, but he's not been able to leverage it into either policy advantage or cementing a longer-term improvement in his approval ratings.",NA,,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,,,,
79,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",ideoldem,"An event of similar provenance and import as September 11. Pres. Trump enjoyed a small rally-round-the-flag bump from the pandemic, but he's not been able to leverage it into either policy advantage or cementing a longer-term improvement in his approval ratings.",NA,,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,,,,
80,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",polar,None,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
81,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",iasian,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
82,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",easian,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
83,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",iafric,None,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
84,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",eafric,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
85,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",igend,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
86,R_5mXcGasI1QWezgl,5/21/2020 10:27,fearfulastra,"1,2,3,4,5,6,7,8,9,10",egend,NA,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
87,R_xyX2gsbAcFlJDt7,5/21/2020 14:49,NotGreatWithNamesTeam,"1,5,7,8,9",lifesat,We did not consider any counterfactuals. ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
88,R_xyX2gsbAcFlJDt7,5/21/2020 14:49,NotGreatWithNamesTeam,"1,5,7,8,9",iasian,We did not use any counterfactual. ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
89,R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",lifesat,We did not consider counterfactuals. ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
90,R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",iasian,No counterfactual. ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
91,R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",iafric,No counterfactuals. ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
92,R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",eafric,No counterfactuals. ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
93,R_1KrKirHTAtmQWfG,5/21/2020 15:21,FMTeam,"1,5,7,8,9",igend,No counterfactuals. ,NA,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
94,R_2wpETv2fShVR2Zx,5/21/2020 16:07,Skuld Forecasting Systems,3,ideolrep,"'- Successful mpeachement and ocurrence of new elections would substantially alter the model forecast, creating a significant participation shock, with probable subsequent shocks.
- Death and health issues affecting major political figures
",NA,,,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,R_2wpETv2fShVR2Zx,5/21/2020 16:07,Skuld Forecasting Systems,3,ideoldem,"'- Successful mpeachement and ocurrence of new elections would substantially alter the model forecast, creating a significant participation shock, with probable subsequent shocks.
- Death and health issues affecting major political figures
",NA,,,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
96,R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",lifesat,Finding that people were becoming significantly less happy due to COVID-19 in my survey sample data.,Being exposed to research that suggested that population life satisfaction is easy to predict and due to circumstances more than innate hedonic setpoints,,,1,0,1,1,1,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,,,,
97,R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",posaffect,Having conducted research in this area,NA,,,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98,R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",negaffect,Having conducted research in this area,NA,,,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
99,R_3sig6taL2uqG5wp,5/22/2020 2:34,RTTMT,"1,2,3,4,5,6,7,8,9,10",ideolrep,If democratic candidate was significantly more charismatic than Biden this would have changed my forecast as I would have predicted that I had a better than chance probability of predicting a change from the prior data and probably would have predicted maybe a ~5% increase in democratic support within the next year and 2% decrease in republican support.,NA,,,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,,,,
